link,Data-Name,data type,default task,attribute-type,instances,attributes,year
https://archive.ics.uci.edu/ml/datasets/IIWA14-R820-Gazebo-Dataset-10Trajectories,IIWA14-R820-Gazebo-Dataset-10Trajectories,Regression,Integer,,,,2020
https://archive.ics.uci.edu/ml/datasets/Guitar+Chords+finger+positions,Guitar Chords finger positions,Text,Classification,,2633,5,2020
https://archive.ics.uci.edu/ml/datasets/Russian+Corpus+of+Biographical+Texts,Russian Corpus of Biographical Texts,Text,Classification,,200,2,2020
https://archive.ics.uci.edu/ml/datasets/Codon+usage,Codon usage,Multivariate,"Classification, Clustering",,13028,69,2020
https://archive.ics.uci.edu/ml/datasets/Intelligent+Media+Accelerometer+and+Gyroscope+%28IM-AccGyro%29+Dataset,Intelligent Media Accelerometer and Gyroscope (IM-AccGyro) Dataset,Time-Series,Classification,Real,800,9,2020
https://archive.ics.uci.edu/ml/datasets/Myocardial+infarction+complications,Myocardial infarction complications,Multivariate,Classification,Real,1700,124,2020
https://archive.ics.uci.edu/ml/datasets/Hungarian+Chickenpox+Cases,Hungarian Chickenpox Cases,Time-Series,Regression,Real,521,20,2021
https://archive.ics.uci.edu/ml/datasets/Simulated+data+for+survival+modelling,Simulated data for survival modelling,"Multivariate, Time-Series",Regression,"Integer, Real",120000,25,2018
https://archive.ics.uci.edu/ml/datasets/Student+Performance+on+an+entrance+examination,Student Performance on an entrance examination,Multivariate,Classification,,666,11,2018
https://archive.ics.uci.edu/ml/datasets/Chemical+Composition+of+Ceramic+Samples,Chemical Composition of Ceramic Samples,Multivariate,"Classification, Clustering",Real,88,19,2019
https://archive.ics.uci.edu/ml/datasets/Labeled+Text+Forum+Threads+Dataset,Labeled Text Forum Threads Dataset,Text,Classification,Integer,200,9,2019
https://archive.ics.uci.edu/ml/datasets/Stock+keeping+units,Stock keeping units,Multivariate,Clustering,"Integer, Real",2279,9,2019
https://archive.ics.uci.edu/ml/datasets/BLE+RSSI+dataset+for+Indoor+localization,BLE RSSI dataset for Indoor localization,"Sequential, Time-Series",Classification,Integer,23570,5,2019
https://archive.ics.uci.edu/ml/datasets/Basketball+dataset,Basketball dataset,Time-Series,Classification,Integer,10000,7,2019
https://archive.ics.uci.edu/ml/datasets/GitHub+MUSAE,GitHub MUSAE,Multivariate,Classification,,37700,4006,2019
https://archive.ics.uci.edu/ml/datasets/Anticancer+peptides,Anticancer peptides,Sequential,Classification,,1850,2,2019
https://archive.ics.uci.edu/ml/datasets/Monolithic+Columns+in+Troad+and+Mysia+Region,Monolithic Columns in Troad and Mysia Region,Multivariate,Classification,Real,11,19,2020
https://archive.ics.uci.edu/ml/datasets/Gender+by+Name,Gender by Name,Text,"Classification, Clustering",,147270,4,2020
https://archive.ics.uci.edu/ml/datasets/Iranian+Churn+Dataset,Iranian Churn Dataset,Multivariate,"Classification, Regression",Integer,3150,13,2020
https://archive.ics.uci.edu/ml/datasets/Unmanned+Aerial+Vehicle+%28UAV%29+Intrusion+Detection,Unmanned Aerial Vehicle (UAV) Intrusion Detection,Multivariate,Classification,Real,17256,55,2020
https://archive.ics.uci.edu/ml/datasets/Shoulder+Implant+Manufacture+Classification,Shoulder Implant Manufacture Classification,Multivariate,Classification,,597,1,2020
https://archive.ics.uci.edu/ml/datasets/LastFM+Asia+Social+Network,LastFM Asia Social Network,Multivariate,Classification,,7624,7842,2020
https://archive.ics.uci.edu/ml/datasets/Wheat+kernels,Wheat kernels,Multivariate,Classification,Real,314,15,2020
https://archive.ics.uci.edu/ml/datasets/Productivity+Prediction+of+Garment+Employees,Productivity Prediction of Garment Employees,"Multivariate, Time-Series","Classification, Regression","Integer, Real",1197,15,2020
https://archive.ics.uci.edu/ml/datasets/Multi-view+Brain+Networks,Multi-view Brain Networks,Multivariate,"Classification, Clustering",Integer,70,70,2020
https://archive.ics.uci.edu/ml/datasets/LastFM+Asia+Social+Network,LastFM Asia Social Network,Multivariate,Classification,,7624,7842,2020
https://archive.ics.uci.edu/ml/datasets/Wisesight+Sentiment+Corpus,Wisesight Sentiment Corpus,"Multivariate, Text",Classification,,26737,4,2020
https://archive.ics.uci.edu/ml/datasets/AI4I+2020+Predictive+Maintenance+Dataset,AI4I 2020 Predictive Maintenance Dataset,"Multivariate, Time-Series","Classification, Regression, Causal-Discovery",Real,10000,14,2020
https://archive.ics.uci.edu/ml/datasets/Dry+Bean+Dataset,Dry Bean Dataset,Multivariate,Classification,"Integer, Real",13611,17,2020
https://archive.ics.uci.edu/ml/datasets/in-vehicle+coupon+recommendation,in-vehicle coupon recommendation,Multivariate,Classification,,12684,23,2020
https://archive.ics.uci.edu/ml/datasets/Gait+Classification,Gait Classification,Multivariate,Classification,Real,48,321,2020
https://archive.ics.uci.edu/ml/datasets/Wikipedia+Math+Essentials,Wikipedia Math Essentials,Time-Series,Regression,Real,731,1068,2021
https://archive.ics.uci.edu/ml/datasets/Wikipedia+Math+Essentials,Wikipedia Math Essentials,Time-Series,Regression,Real,731,1068,2021
https://archive.ics.uci.edu/ml/datasets/Synchronous+Machine+Data+Set,Synchronous Machine Data Set,Multivariate,Regression,Real,557,5,2021
https://archive.ics.uci.edu/ml/datasets/Average+Localization+Error+%28ALE%29+in+sensor+node+localization+process+in+WSNs,Average Localization Error (ALE) in sensor node localization process in WSNs,Multivariate,Regression,Real,107,6,2021
https://archive.ics.uci.edu/ml/datasets/9mers+from+cullpdb,9mers from cullpdb,Sequential,"Classification, Regression",Real,158716,4,2021
https://archive.ics.uci.edu/ml/datasets/TamilSentiMix,TamilSentiMix,Classification,,,15744,,2021
https://archive.ics.uci.edu/ml/datasets/Accelerometer,Accelerometer,Multivariate,"Classification, Regression","Integer, Real",153000,5,2021
https://archive.ics.uci.edu/ml/datasets/Synchronous+Machine+Data+Set,Synchronous Machine Data Set,Multivariate,Regression,Real,557,5,2021
https://archive.ics.uci.edu/ml/datasets/Pedal+Me+Bicycle+Deliveries,Pedal Me Bicycle Deliveries,Time-Series,Regression,Real,36,15,2021
https://archive.ics.uci.edu/ml/datasets/Turkish+Headlines+Dataset,Turkish Headlines Dataset,Text,"Classification, Clustering",,4200,7,2021
https://archive.ics.uci.edu/ml/datasets/Secondary+Mushroom+Dataset,Secondary Mushroom Dataset,Univariate,Classification,Real,61069,21,2021
https://archive.ics.uci.edu/ml/datasets/Power+consumption+of+Tetouan+city,Power consumption of Tetouan city,"Multivariate, Time-Series",Regression,"Integer, Real",52417,9,2021
https://archive.ics.uci.edu/ml/datasets/Raisin+Dataset,Raisin Dataset,Multivariate,Classification,"Integer, Real",900,8,2021
https://archive.ics.uci.edu/ml/datasets/Steel+Industry+Energy+Consumption+Dataset,Steel Industry Energy Consumption Dataset,Multivariate,Regression,,35040,11,2021
https://archive.ics.uci.edu/ml/datasets/Gender+Gap+in+Spanish+WP,Gender Gap in Spanish WP,Multivariate,Classification,"Integer, Real",4746,21,2021
https://archive.ics.uci.edu/ml/datasets/Non+verbal+tourists+data,Non verbal tourists data,Multivariate,"Classification, Clustering","Integer, Real",73,22,2021
https://archive.ics.uci.edu/ml/datasets/Roman+Urdu+Sentiment+Analysis+Dataset+%28RUSAD%29,Roman Urdu Sentiment Analysis Dataset (RUSAD),Text,Classification,,11000,2,2021
https://archive.ics.uci.edu/ml/datasets/TUANDROMD+%28+Tezpur+University+Android+Malware+Dataset%29,TUANDROMD ( Tezpur University Android Malware Dataset),Multivariate,Classification,Integer,4465,241,2021
https://archive.ics.uci.edu/ml/datasets/Higher+Education+Students+Performance+Evaluation+Dataset,Higher Education Students Performance Evaluation Dataset,Multivariate,Classification,Integer,145,33,2021
https://archive.ics.uci.edu/ml/datasets/Risk+Factor+prediction+of+Chronic+Kidney+Disease,Risk Factor prediction of Chronic Kidney Disease,Multivariate,"Classification, Regression",Real,202,29,2021
https://archive.ics.uci.edu/ml/datasets/Lab+Test,Lab Test,Multivariate,"Classification, Regression, Clustering",,221,7,2021
https://archive.ics.uci.edu/ml/datasets/Shoulder+Implant+Manufacture+Classification,Shoulder Implant Manufacture Classification,Multivariate,Classification,Real,597,1,2020
https://archive.ics.uci.edu/ml/datasets/Rocket+League+Skillshots+Data+Set,Rocket League Skillshots Data Set,"Multivariate, Time-Series",Classification,Real,298,,2020
https://archive.ics.uci.edu/ml/datasets/Sepsis+survival+minimal+clinical+records,Sepsis survival minimal clinical records,Multivariate,Classification,Integer,110341,4,2020
https://archive.ics.uci.edu/ml/datasets/Water+Quality+Prediction,Water Quality Prediction,Multivariate,Regression,Real,705,11,2020
https://archive.ics.uci.edu/ml/datasets/Traffic+Flow+Forecasting,Traffic Flow Forecasting,Multivariate,Regression,Real,2101,47,2020
https://archive.ics.uci.edu/ml/datasets/sentiment+analysis+in+Saudi+Arabia+about+distance+education+during+Covid-19+,sentiment analysis in Saudi Arabia about distance education during Covid-19,Text,Classification,Integer,1765,10,2020
https://archive.ics.uci.edu/ml/datasets/Kain+Tradisional+Sambas,Kain Tradisional Sambas,Multivariate,"Classification, Clustering",,150,3,2020
https://archive.ics.uci.edu/ml/datasets/Image+Recognition+Task+Execution+Times+in+Mobile+Edge+Computing,Image Recognition Task Execution Times in Mobile Edge Computing,"Univariate, Sequential, Time-Series",Regression,Real,4000,2,2020
https://archive.ics.uci.edu/ml/datasets/REWEMA,REWEMA,Multivariate,Classification,Integer,6272,632,2020
https://archive.ics.uci.edu/ml/datasets/REJAFADA+,REJAFADA,Multivariate,Classification,Integer,1996,6826,2020
https://archive.ics.uci.edu/ml/datasets/Steel+Industry+Energy+Consumption+Dataset,Steel Industry Energy Consumption Dataset,Multivariate,Regression,Integer,35040,11,2020
https://archive.ics.uci.edu/ml/datasets/Influenza+outbreak+event+prediction+via+Twitter+data,Influenza outbreak event prediction via Twitter data,Multivariate,Classification,"Integer, Real",75840,525,2020
https://archive.ics.uci.edu/ml/datasets/Turkish+Music+Emotion+Dataset,Turkish Music Emotion Dataset,Multivariate,Classification,"Integer, Real",400,50,2020
https://archive.ics.uci.edu/ml/datasets/Maternal+Health+Risk+Data+Set,Maternal Health Risk Data Set,Classification,,,1014,7,2020
https://archive.ics.uci.edu/ml/datasets/Room+Occupancy+Estimation,Room Occupancy Estimation,"Multivariate, Time-Series",Classification,Real,10129,16,2021
https://archive.ics.uci.edu/ml/datasets/Image+Recognition+Task+Execution+Times+in+Mobile+Edge+Computing,Image Recognition Task Execution Times in Mobile Edge Computing,Univariate,Regression,Real,4000,2,2021
